sigma, x , y
0.9300000000000002,0.205107,0.256884
1.0700000000000003,0.230227,0.277059
0.8500000000000001,0.198764,0.290832
1.0100000000000002,0.237434,0.242384
0.9900000000000001,0.264363,0.263737
1.0100000000000002,0.296494,0.250997
0.9700000000000001,0.292533,0.284455
0.9100000000000001,0.325046,0.238481
0.9500000000000002,0.32435,0.267116
1.1700000000000002,0.35423,0.251423
0.9500000000000002,0.349996,0.286302
0.9700000000000001,0.390436,0.242151
1.0300000000000002,0.382999,0.27646
1.0500000000000003,0.415215,0.267542
0.9700000000000001,0.42237,0.23461
0.9300000000000002,0.448111,0.255246
1.0100000000000002,0.482707,0.247646
1.0900000000000003,0.471391,0.279206
0.8900000000000001,0.438592,0.29052
0.9500000000000002,0.516006,0.240401
0.9700000000000001,0.50589,0.271673
1.0300000000000002,0.538443,0.265148
0.9900000000000001,0.527424,0.297158
1.0300000000000002,0.573059,0.259599
1.0300000000000002,0.607426,0.253441
1.0900000000000003,0.597292,0.287342
0.9900000000000001,0.560073,0.289276
0.77,0.625025,0.27741
0.9900000000000001,0.648311,0.258385
0.9500000000000002,0.650724,0.288994
1.0300000000000002,0.678766,0.27248
1.0500000000000003,0.7093,0.256926
0.9900000000000001,0.705027,0.291141
0.8300000000000001,0.735482,0.278767
1.0300000000000002,0.771502,0.23664
0.9700000000000001,0.74041,0.247295
0.9100000000000001,0.763965,0.269612
0.9500000000000002,0.793746,0.260109
0.9700000000000001,0.788325,0.292973
0.9500000000000002,0.828732,0.250796
0.9300000000000002,0.816638,0.280456
1.0900000000000003,0.862742,0.246084
0.9100000000000001,0.84534,0.275746
0.9900000000000001,0.875013,0.27808
1.0500000000000003,0.905563,0.264475
0.9100000000000001,0.89847,0.297126
1.0500000000000003,0.973509,0.245707
0.9700000000000001,0.963801,0.278289
1.1100000000000003,0.939631,0.252236
0.9900000000000001,0.930927,0.286824
0.9700000000000001,0.00994804,0.323687
1.0300000000000002,0.0428227,0.314182
1.0300000000000002,0.0343398,0.346166
0.9900000000000001,0.00235999,0.355485
1.0700000000000003,0.0757265,0.302803
1.0100000000000002,0.0690599,0.337034
1.0300000000000002,0.100458,0.326662
0.9300000000000002,0.0950429,0.360313
1.0500000000000003,0.134613,0.314209
1.1100000000000003,0.126159,0.34884
1.0300000000000002,0.167548,0.300312
0.9900000000000001,0.1602,0.334397
1.0900000000000003,0.194215,0.324214
1.0900000000000003,0.225745,0.312008
0.9300000000000002,0.216677,0.35324
1.0900000000000003,0.184377,0.358322
1.1300000000000001,0.260209,0.299178
1.2700000000000002,0.250446,0.340672
0.79,0.287669,0.312843
0.8900000000000001,0.284668,0.340306
0.9500000000000002,0.319503,0.298596
1.0100000000000002,0.315792,0.329604
0.9700000000000001,0.338882,0.351704
0.8700000000000001,0.346002,0.319627
0.9300000000000002,0.374493,0.308858
0.9100000000000001,0.369948,0.340832
0.9900000000000001,0.398513,0.330805
0.9300000000000002,0.407346,0.299793
0.9900000000000001,0.423162,0.353359
0.9900000000000001,0.43163,0.321733
0.9900000000000001,0.463151,0.312173
1.1500000000000001,0.456943,0.345581
0.9100000000000001,0.49581,0.301987
1.0100000000000002,0.48871,0.333361
0.9700000000000001,0.519667,0.327991
1.0500000000000003,0.511078,0.360678
0.9900000000000001,0.542229,0.352281
0.9700000000000001,0.551223,0.32033
1.0100000000000002,0.574011,0.343503
0.8900000000000001,0.580576,0.312651
0.9700000000000001,0.60279,0.333654
1.1900000000000002,0.627023,0.31087
1.1900000000000002,0.659638,0.3314
1.0300000000000002,0.628729,0.35035
0.81,0.676985,0.30309
1.0100000000000002,0.695872,0.325162
1.0500000000000003,0.729947,0.314374
1.0100000000000002,0.720604,0.34748
1.1100000000000003,0.686743,0.360221
0.9700000000000001,0.75821,0.29945
1.0500000000000003,0.758431,0.335015
0.77,0.786412,0.322152
0.8900000000000001,0.780759,0.358666
1.0300000000000002,0.816664,0.311945
1.0300000000000002,0.809642,0.344457
0.8900000000000001,0.839448,0.333615
1.0300000000000002,0.854566,0.306047
0.8500000000000001,0.86287,0.348278
1.0500000000000003,0.886881,0.327798
1.0500000000000003,0.921353,0.318738
1.0100000000000002,0.916165,0.351017
0.8700000000000001,0.887279,0.36001
1.0500000000000003,0.984833,0.302765
0.9500000000000002,0.979421,0.335776
0.9900000000000001,0.954292,0.311596
0.9900000000000001,0.94776,0.342941
1.0500000000000003,-0.00606201,0.389615
1.0900000000000003,0.0189561,0.413459
1.0500000000000003,0.0284344,0.379485
1.0500000000000003,-0.0143883,0.424802
1.0700000000000003,0.0624073,0.36924
1.0700000000000003,0.0549467,0.40341
1.0300000000000002,0.0873211,0.392053
0.9900000000000001,0.119454,0.382536
0.9900000000000001,0.14537,0.403639
0.9900000000000001,0.152084,0.371977
1.0900000000000003,0.112493,0.418028
0.9100000000000001,0.174945,0.394737
1.0300000000000002,0.209077,0.384974
